ID,TARGET
1154270440,0.4869904011004581
1147987574,0.46819197491391573
1129622364,0.49983582320499564
619797496,0.40535529700171224
7391484886,0.48936087886084023
10165219189,0.36033570216763633
741382912,0.560336856468552
1130214814,0.465740993236048
78018389,0.4982438905805081
75592880,0.575064359050167
1148114087,0.5516200728901458
1127182550,0.44299169646213765
1389719965,0.44177335441326404
132955230,0.5992409937684142
121208304,0.42955291622295655
55887278,0.5363646187804605
1147122590,0.473043133096152
1378226366,0.38687054478072713
1433985624,0.5966418032060569
1150610679,0.4161962084155525
1147676750,0.47209676760816865
1148190337,0.4640445718339876
1392576319,0.3496186492496993
1398864197,0.39459103831204123
1129839899,0.37746192454351757
1408021808,0.5492796154041137
1148017175,0.5023891745221138
345336837,0.4265318541931086
369442637,0.45968848657929173
6405058408,0.7359824521153802
3151488250,0.5665462590633006
1150080054,0.6131186165077411
1148102072,0.610356295568037
1380252351,0.5345681775265135
6448346949,0.5522890610915403
6435392625,0.4688297763726247
1149159698,0.3294694411633359
1154227938,0.5492900334744886
632762770,0.46288277913060816
1446874849,0.25423763955627343
1153926929,0.5182217694764626
7426755515,2.418386398916894e-07
6377649940,0.5009646671822916
1149203833,0.5798748121335029
1151199731,0.649565669376513
1152562934,0.689413425534531
1152591525,0.6748573669440723
132847243,0.6602773601257368
6397842294,0.6556683839523394
6397557852,0.4709181930933328
1425237833,0.36052142192933156
438504201,0.626244382880502
632842011,0.4246826265789778
1139474831,0.4031562055572775
1153957998,0.3975835298784274
1030773558,0.3805402685654602
632999486,0.38754511219675114
1153928358,0.5178245864709723
1154265733,0.3785956740887052
637151602,0.6534964693501526
7399942108,0.5304262047557445
499826213,0.3784258970946812
734441518,0.4974624391634015
6164987266,0.4105015212387081
1025595344,0.5573989884740658
1053577654,0.47428734502916736
77736350,0.4437926888624657
1152687879,0.4749390494879079
1059907552,0.5576207744131338
1152362603,0.3867397914642159
1150220086,0.5654795896568452
627918368,0.4676910573011972
1020138498,0.7405123312015661
634379004,0.2965422191790422
5409812465,0.3922484032402863
10139218330,0.5566306418686974
7220406234,0.475616434175519
515752774,0.5478880104645929
1021967070,0.5894216767493322
107240146,0.6681434635256425
1143500763,0.49059992020615817
640076500,0.4824992991858923
10152023109,0.4870832426246132
627920508,0.39588187918986406
1050780459,0.4150246645082455
3424757922,0.4879692612727684
361491376,0.6680906730643162
727207708,0.3890083045098407
734685065,0.5652172691571133
6165078647,0.41132621218357157
1056087321,0.6734105569229683
734771440,0.5114067722156559
1029962359,0.42672883926656224
1146523752,0.5171883117395737
1032476449,0.4094751498850351
1152370646,0.39555606164415735
1137672269,0.6360573968734282
1152894103,0.551594883252267
1153866326,0.3663001207491654
1153623926,0.6393587612103864
1152362098,0.30324676957416663
3116495178,0.38631658753897236
10439599984,0.4363560828347368
1131069683,0.5829691373730026
3151529401,0.57876144936827
1033391776,0.3724247296777783
634872823,0.4485725332773417
525061515,0.5256652268397217
1021953555,0.42683347281464856
124845766,0.533152552216095
365734923,0.7087218375386539
1153082731,0.5611160585347572
1150012161,0.5626534127006928
334970752,0.554675400886212
176097325,0.4426418296723279
132067393,0.5576756421105336
46148802,0.4114126996546169
819223673,0.5134605250645559
3151633152,0.3414084299858333
1153223724,0.39846761620002147
570899581,0.3805070082062898
3114598996,0.3629518043535559
3112815111,0.5733982970485598
563180603,0.7187419109461435
335256436,0.42314371028874376
5110691353,0.2928967038277178
361473858,0.7510160508202239
5114988613,0.34449127301055316
1410857454,0.7092166959839746
338016835,0.5256826166056028
1132479594,0.6204029357915797
131775794,0.40348207379942447
1150719304,0.5976302705544003
3114091921,0.6104751840236914
1147145856,0.49882543995682815
567153607,0.5542896735122924
1134650157,0.5654562616633123
5445344063,0.3678860775666335
1152438031,0.47881727343369995
590849069,0.403253629317993
118419181,0.41543932316009347
644179228,0.2850936397114896
643148424,0.38979259319562654
1145182286,0.5409962553206453
1037852707,0.3731557352920005
468907532,0.4522217794456186
627373544,0.514368834639756
648100365,0.6349355087986442
65839978,0.34783985881527846
633244039,0.737934924918882
810333680,0.3993812110838598
636229061,0.6066677961269031
648083566,0.435774905643308
633933410,0.28411985000634954
1148690967,0.6486480862278532
633862561,0.3995531989003708
819748686,0.45074120973141985
640201457,0.6458686414945186
713155642,0.666498970357558
384534469,0.5913295778442382
648017814,0.5266602317465743
814598953,0.43533143266210994
624163147,0.46279268758863124
1020798516,0.37392369082297805
87652404,0.6390175184387934
714290462,0.5520260298949732
1029167595,0.37895075634140585
712207293,0.4868178613798313
109397370,0.4142425933643934
712754592,0.4167000378987218
74635895,0.3874820126239691
732143035,0.5834741498509484
1154209851,0.33139389306378875
645438740,0.6531407410634048
85044442,0.460882790895247
751946212,0.6063819953735364
643615278,0.4582776362831096
435326567,0.5504765850317064
1010485816,0.39175275632253936
810496230,0.3913502860520257
818905117,0.3419276271280044
1133759521,0.5196770781612142
1153592663,0.5816039126458551
106112582,0.5916585223004357
3151812230,0.6350690734191571
88183164,0.45574603883205367
4395663824,0.6647162382382912
1148653210,0.379744008230984
1380679726,0.41639326573385727
1010722602,0.38588750555219264
723996004,0.5084357021762311
1146421130,0.3329305693104089
1130229691,0.37278606961021143
1139485594,0.6534605172785103
1147607999,0.4479576482307789
79336999,0.5599074376136352
733137626,0.5933433635456025
751634788,0.6096042697640065
1132595485,0.41448934130711856
1402459359,0.5647403235717807
1127395753,0.3940389219067997
565344807,0.6780780808877955
115937932,0.4694882019011253
117727893,0.37112400086953823
1129411326,0.5402748561277293
111026039,0.39930093967734837
1144642448,0.36948738182822916
1154019604,0.5158494262921488
1148723198,0.4111360695573507
376108790,0.5385479599559573
322299644,0.5573140958622517
610152461,0.40825329023213797
19005573,0.78349656541585
107291231,0.5278996794861202
1153566067,0.39404963601393905
1027371295,0.510787513205543
1152306787,0.5158442917947137
10451853694,0.3904764411539562
10448932684,0.36564815582492805
1153864963,0.5736087136036987
1153873842,0.7232756481772153
7430422623,0.46262094403166254
7400925801,0.45622246021898993
622544323,0.6334489100370182
1153383230,0.39732189155430975
7412421800,0.3193664327183263
1153956764,0.407475866759488
1053513107,0.5318068403428458
748602780,0.5843026627521182
636833803,0.6810916721171449
1152303134,0.5063655122353843
1409295902,0.5433174995058954
732220567,0.40839556800850607
7394092536,0.4273123963458777
7433538322,0.46397286357615997
734126714,0.546546726225912
759776736,0.6113650248618069
561889064,0.6622340390799815
1042369626,0.655836985006603
5389332480,0.5846734166289227
7403594793,0.3766324460628575
5389120099,0.6235021408348261
1142252972,0.7010388157050164
334864123,0.4867415567057043
3151653136,0.5386985176706134
637216072,0.6573817800589152
7387265993,0.47483619455524095
7299255289,0.40633561298138465
1050247664,0.5259276184364159
1045868360,0.363600592999752
3109783543,0.47404100915975755
1403011244,0.5745346516027914
1149200314,0.62578314712021
1149086117,0.5002481967598275
1154187007,0.5716963150833967
1061488743,0.5247165466035877
1144897877,0.5302634099619843
1154164073,0.6779650942195807
1146375924,0.4919646708818768
1152904589,0.36913208509425255
636853739,0.4866219253441392
